Date,Open,High,Low,Close,Adj Close,Volume
"Jun 01, 2026",409.86,412.61,408.24,411.26,411.26,"6,088,100"
"May 29, 2026",415.62,421.82,415.08,417.12,417.12,"7,705,700"
"May 28, 2026",406.48,414.51,405.41,412.77,412.77,"7,184,100"
"May 27, 2026",404.34,409.25,404.30,408.49,408.49,"6,624,600"
"May 26, 2026",415.16,415.98,411.50,414.00,414.00,"5,098,400"
"May 22, 2026",415.17,415.68,412.00,413.82,413.82,"5,528,400"
"May 21, 2026",413.14,418.42,411.95,416.99,416.99,"4,679,900"
"May 20, 2026",412.14,417.99,410.08,417.40,417.40,"6,005,000"
"May 19, 2026",412.45,414.47,409.88,411.50,411.50,"5,419,400"
"May 18, 2026",419.82,420.93,416.06,418.43,418.43,"5,628,300"
"May 15, 2026",417.64,419.25,414.12,417.29,417.29,"9,360,400"
"May 14, 2026",430.30,431.54,427.10,427.21,427.21,"4,021,400"
"May 13, 2026",430.52,432.49,428.75,430.50,430.50,"4,180,300"
"May 12, 2026",430.70,432.98,425.85,432.93,432.93,"6,660,900"
"May 11, 2026",434.18,436.04,432.21,434.65,434.65,"5,569,100"
"May 08, 2026",434.05,436.20,431.70,433.77,433.77,"5,380,800"
"May 07, 2026",435.61,437.42,430.25,431.68,431.68,"6,816,200"
"May 06, 2026",430.15,433.19,429.60,430.96,430.96,"7,013,900"
"May 05, 2026",420.15,421.16,417.91,418.27,418.27,"4,279,900"
"May 04, 2026",418.84,420.86,413.28,414.71,414.71,"7,285,700"
"May 01, 2026",421.41,427.93,421.08,423.18,423.18,"5,911,500"
"Apr 30, 2026",425.34,425.46,422.74,423.66,423.66,"6,732,800"
"Apr 29, 2026",416.74,419.17,414.16,417.41,417.41,"6,452,600"
"Apr 28, 2026",420.72,422.52,418.40,421.91,421.91,"7,723,400"
"Apr 27, 2026",431.66,431.80,428.52,429.89,429.89,"6,105,200"
"Apr 24, 2026",431.34,435.28,430.65,433.25,433.25,"5,924,100"
"Apr 23, 2026",433.96,435.29,428.22,431.04,431.04,"4,976,400"
"Apr 22, 2026",436.27,437.17,433.78,435.26,435.26,"5,178,100"
"Apr 21, 2026",438.55,440.25,428.71,429.57,429.57,"9,480,000"
"Apr 20, 2026",443.13,443.42,440.05,442.09,442.09,"8,473,000"
"Apr 17, 2026",445.65,448.70,445.32,445.93,445.93,"9,712,000"
"Apr 16, 2026",442.15,442.98,438.18,440.08,440.08,"5,350,100"
"Apr 15, 2026",442.88,443.74,439.60,440.46,440.46,"6,455,900"
"Apr 14, 2026",439.32,445.18,439.02,445.09,445.09,"8,731,700"
"Apr 13, 2026",434.78,436.22,431.63,435.36,435.36,"5,549,400"
"Apr 10, 2026",438.59,440.35,436.00,437.13,437.13,"6,193,300"
"Apr 09, 2026",436.47,440.91,435.87,437.91,437.91,"6,748,500"
"Apr 08, 2026",439.98,440.44,431.31,434.53,434.53,"9,689,700"
"Apr 07, 2026",427.90,433.43,423.10,431.81,431.81,"7,263,500"
"Apr 06, 2026",428.87,431.49,426.71,427.65,427.65,"5,417,300"
"Apr 02, 2026",422.29,431.67,421.17,429.41,429.41,"10,838,600"
"Apr 01, 2026",435.00,440.19,433.76,437.82,437.82,"14,133,100"
"Mar 31, 2026",420.08,430.57,419.59,430.29,430.29,"14,534,300"
"Mar 30, 2026",419.54,420.10,412.66,414.58,414.58,"13,172,100"
"Mar 27, 2026",406.20,418.40,405.41,414.70,414.70,"16,580,700"
"Mar 26, 2026",408.53,411.37,400.26,400.64,400.64,"15,756,300"
"Mar 25, 2026",419.71,420.66,412.25,416.29,416.29,"15,713,200"
"Mar 24, 2026",400.24,407.29,399.20,404.13,404.13,"17,478,500"
"Mar 23, 2026",405.12,414.54,399.64,404.04,404.04,"36,796,800"
"Mar 20, 2026",428.09,428.59,411.23,413.38,413.38,"27,204,900"
"Mar 19, 2026",420.36,428.27,416.80,426.41,426.41,"30,206,000"
"Mar 18, 2026",446.66,450.06,444.39,444.74,444.74,"18,375,600"
"Mar 17, 2026",460.51,462.21,456.87,459.27,459.27,"7,610,100"
"Mar 16, 2026",461.27,462.80,456.91,460.43,460.43,"8,964,100"
"Mar 13, 2026",469.31,470.10,460.22,460.84,460.84,"11,741,600"
"Mar 12, 2026",475.02,475.02,466.60,466.88,466.88,"11,900,600"
"Mar 11, 2026",476.13,477.45,473.13,476.24,476.24,"7,522,900"
"Mar 10, 2026",479.74,481.31,474.21,477.86,477.86,"9,616,800"
"Mar 09, 2026",468.09,472.68,464.79,472.53,472.53,"8,829,800"
"Mar 06, 2026",469.04,475.46,467.07,473.51,473.51,"10,489,800"
"Mar 05, 2026",470.45,470.67,463.91,466.13,466.13,"11,674,800"
"Mar 04, 2026",474.82,476.42,469.39,471.80,471.80,"9,985,900"
"Mar 03, 2026",472.83,473.20,458.93,468.14,468.14,"22,591,500"
"Mar 02, 2026",490.10,492.15,483.28,490.00,490.00,"19,916,600"
"Feb 27, 2026",480.75,483.90,479.11,483.75,483.75,"16,795,100"
"Feb 26, 2026",474.95,477.83,442.04,477.48,477.48,"12,375,000"
"Feb 25, 2026",475.74,479.53,472.90,473.42,473.42,"12,954,300"
"Feb 24, 2026",470.09,475.44,469.55,474.61,474.61,"14,147,100"
"Feb 23, 2026",474.65,481.46,474.61,481.28,481.28,"17,441,600"
"Feb 20, 2026",463.25,468.62,458.34,468.62,468.62,"14,316,300"
"Feb 19, 2026",457.34,461.51,456.03,459.56,459.56,"8,411,400"
"Feb 18, 2026",455.81,460.51,455.32,458.28,458.28,"10,226,300"
"Feb 17, 2026",450.26,451.37,445.53,448.20,448.20,"10,976,100"
"Feb 13, 2026",459.73,463.84,456.25,462.62,462.62,"12,359,300"
"Feb 12, 2026",464.90,466.38,448.06,451.39,451.39,"20,488,800"
"Feb 11, 2026",466.00,468.61,462.82,467.63,467.63,"11,209,600"
"Feb 10, 2026",465.96,466.75,459.52,462.40,462.40,"7,861,600"
"Feb 09, 2026",461.39,467.56,460.85,467.03,467.03,"12,330,900"
"Feb 06, 2026",450.73,456.93,450.03,455.46,455.46,"12,663,900"
"Feb 05, 2026",444.29,450.90,440.35,441.88,441.88,"17,718,100"
"Feb 04, 2026",462.47,463.10,445.71,453.97,453.97,"24,427,900"
"Feb 03, 2026",452.63,459.00,448.31,454.29,454.29,"28,703,500"
"Feb 02, 2026",434.01,440.78,422.55,427.13,427.13,"41,626,200"
"Jan 30, 2026",466.25,470.06,430.80,444.95,444.95,"86,593,500"
"Jan 29, 2026",509.51,509.70,468.51,495.90,495.90,"69,970,900"
"Jan 28, 2026",483.39,495.88,481.25,494.56,494.56,"44,154,600"
"Jan 27, 2026",465.07,476.49,463.95,476.10,476.10,"28,386,200"
"Jan 26, 2026",466.78,469.28,460.36,464.70,464.70,"34,156,000"
"Jan 23, 2026",454.11,458.75,453.45,458.00,458.00,"21,531,900"
"Jan 22, 2026",443.84,452.98,443.56,451.79,451.79,"19,251,200"
"Jan 21, 2026",446.87,448.00,437.11,443.60,443.60,"38,830,200"
"Jan 20, 2026",436.69,438.14,434.10,437.23,437.23,"21,308,100"
"Jan 16, 2026",422.80,424.80,417.04,421.29,421.29,"20,951,600"
"Jan 15, 2026",423.02,425.06,422.79,423.33,423.33,"14,253,200"
"Jan 14, 2026",426.03,426.86,422.84,425.94,425.94,"18,305,500"
"Jan 13, 2026",424.59,426.12,420.07,421.63,421.63,"16,681,200"
"Jan 12, 2026",421.52,425.74,421.52,422.23,422.23,"20,904,100"
"Jan 09, 2026",413.22,415.29,411.80,414.47,414.47,"14,011,200"
"Jan 08, 2026",406.97,411.64,406.40,411.49,411.49,"8,705,900"
"Jan 07, 2026",408.63,410.81,406.65,409.23,409.23,"10,589,500"
"Jan 06, 2026",410.67,413.48,410.31,413.18,413.18,"11,640,900"
"Jan 05, 2026",406.39,409.72,406.15,408.76,408.76,"13,410,600"
"Jan 02, 2026",401.62,401.82,396.25,398.28,398.28,"10,372,600"
"Dec 31, 2025",398.60,400.13,395.59,396.31,396.31,"10,194,700"
"Dec 30, 2025",403.60,403.80,398.56,398.89,398.89,"10,179,000"
"Dec 29, 2025",403.66,403.76,395.33,398.60,398.60,"20,679,200"
"Dec 26, 2025",416.48,418.45,414.75,416.74,416.74,"10,476,200"
"Dec 24, 2025",412.25,412.63,408.83,411.93,411.93,"6,718,400"
"Dec 23, 2025",410.30,413.76,407.10,413.64,413.64,"13,193,300"
"Dec 22, 2025",406.98,408.52,405.72,408.23,408.23,"14,202,100"
"Dec 19, 2025",397.92,400.63,397.17,399.02,399.02,"9,894,800"
"Dec 18, 2025",398.28,402.21,396.05,398.57,398.57,"11,837,600"
"Dec 17, 2025",398.08,399.98,397.25,399.29,399.29,"10,456,900"
"Dec 16, 2025",397.75,398.71,394.59,395.89,395.89,"9,201,600"
"Dec 15, 2025",397.76,398.71,394.07,395.80,395.80,"11,345,000"
"Dec 12, 2025",399.16,400.39,391.47,395.44,395.44,"16,792,100"
"Dec 11, 2025",389.02,394.09,388.50,393.24,393.24,"11,240,600"
"Dec 10, 2025",385.95,389.76,384.50,389.05,389.05,"9,120,500"
"Dec 09, 2025",385.62,388.21,385.27,387.40,387.40,"6,358,700"
"Dec 08, 2025",387.02,387.24,384.01,385.42,385.42,"6,822,100"
"Dec 05, 2025",389.12,391.74,386.18,386.44,386.44,"9,449,800"
"Dec 04, 2025",386.92,388.00,385.40,387.13,387.13,"6,754,400"
"Dec 03, 2025",388.46,390.13,385.83,386.88,386.88,"7,886,800"
"Dec 02, 2025",388.87,388.98,382.91,387.24,387.24,"8,103,900"
"Dec 01, 2025",390.61,390.70,388.06,389.75,389.75,"11,177,100"
"Nov 28, 2025",385.98,388.00,384.99,387.88,387.88,"7,175,400"
"Nov 26, 2025",381.06,383.78,380.46,383.12,383.12,"9,184,100"
"Nov 25, 2025",380.26,382.52,378.06,380.08,380.08,"10,462,800"
"Nov 24, 2025",374.88,380.28,374.19,380.20,380.20,"10,085,300"
"Nov 21, 2025",374.03,377.23,372.94,374.27,374.27,"13,194,600"
"Nov 20, 2025",375.29,377.69,371.85,374.85,374.85,"10,506,500"
"Nov 19, 2025",377.78,380.17,373.03,374.96,374.96,"10,980,400"
"Nov 18, 2025",374.83,375.54,371.62,374.35,374.35,"7,818,800"
"Nov 17, 2025",374.04,375.46,368.52,371.65,371.65,"13,295,200"
"Nov 14, 2025",372.87,378.20,370.89,375.96,375.96,"15,198,000"
"Nov 13, 2025",387.29,388.18,381.21,382.87,382.87,"15,867,900"
"Nov 12, 2025",380.07,387.46,379.44,385.99,385.99,"16,203,700"
"Nov 11, 2025",379.98,380.40,376.87,379.87,379.87,"10,753,200"
"Nov 10, 2025",375.93,378.66,374.78,378.38,378.38,"13,456,200"
"Nov 07, 2025",367.94,370.42,366.42,368.31,368.31,"11,060,400"
"Nov 06, 2025",367.16,368.18,364.70,366.07,366.07,"6,891,100"
"Nov 05, 2025",366.39,367.10,364.65,366.51,366.51,"8,357,300"
"Nov 04, 2025",363.48,365.74,361.39,362.32,362.32,"11,540,100"
"Nov 03, 2025",368.91,370.84,367.54,368.78,368.78,"7,254,300"
"Oct 31, 2025",370.47,370.66,365.50,368.12,368.12,"11,077,900"
"Oct 30, 2025",365.09,370.36,364.50,370.13,370.13,"14,812,800"
"Oct 29, 2025",369.65,370.08,361.36,363.00,363.00,"18,891,800"
"Oct 28, 2025",361.81,365.30,360.12,364.38,364.38,"19,257,600"
"Oct 27, 2025",371.13,371.59,365.34,367.01,367.01,"23,657,600"
"Oct 24, 2025",378.51,380.77,376.81,377.52,377.52,"13,263,800"
"Oct 23, 2025",381.46,382.25,378.65,378.79,378.79,"13,695,500"
"Oct 22, 2025",372.75,378.47,368.93,377.28,377.28,"30,524,100"
"Oct 21, 2025",386.54,388.89,375.65,377.24,377.24,"54,101,400"
"Oct 20, 2025",397.45,403.30,394.20,403.15,403.15,"34,523,000"
"Oct 17, 2025",397.14,397.28,385.22,388.99,388.99,"62,025,000"
"Oct 16, 2025",391.15,396.87,390.40,396.45,396.45,"33,621,400"
"Oct 15, 2025",385.93,387.76,384.59,387.39,387.39,"20,598,300"
"Oct 14, 2025",378.21,382.38,377.90,380.79,380.79,"18,409,600"
"Oct 13, 2025",376.50,378.86,375.58,378.09,378.09,"18,514,400"
"Oct 10, 2025",367.54,370.31,365.44,369.12,369.12,"24,192,800"
"Oct 09, 2025",373.14,373.22,362.83,365.43,365.43,"33,674,800"
"Oct 08, 2025",371.65,373.57,370.50,372.30,372.30,"28,052,300"
"Oct 07, 2025",366.51,367.27,364.55,366.26,366.26,"16,836,800"
"Oct 06, 2025",362.16,365.30,361.37,364.38,364.38,"17,093,700"
"Oct 03, 2025",357.12,358.14,355.80,357.64,357.64,"14,464,000"
"Oct 02, 2025",358.26,358.67,351.40,354.79,354.79,"16,162,100"
"Oct 01, 2025",356.17,356.97,354.79,356.03,356.03,"15,573,600"
"Sep 30, 2025",351.13,355.57,350.87,355.47,355.47,"13,312,400"
"Sep 29, 2025",351.79,352.83,351.28,352.46,352.46,"15,719,600"
"Sep 26, 2025",345.83,348.25,345.31,346.74,346.74,"11,698,200"
"Sep 25, 2025",344.39,345.83,342.47,344.75,344.75,"12,639,600"
"Sep 24, 2025",346.70,346.83,342.14,343.32,343.32,"12,709,100"
"Sep 23, 2025",348.23,348.75,345.32,346.46,346.46,"18,384,000"
"Sep 22, 2025",342.75,345.07,341.84,345.05,345.05,"12,386,400"
"Sep 19, 2025",336.51,339.23,336.31,339.18,339.18,"14,982,600"
"Sep 18, 2025",336.22,336.32,333.81,335.62,335.62,"14,913,300"
"Sep 17, 2025",338.53,341.24,335.52,336.97,336.97,"16,535,300"
