Date,Open,High,Low,Close,Adj Close,Volume
"Apr 02, 2025",74.72,78.53,74.72,77.83,77.68,"3,517,200"
"Apr 01, 2025",75.14,77.52,74.03,76.43,76.28,"5,055,200"
"Mar 31, 2025",63.66,65.11,62.91,64.64,64.51,"2,611,800"
"Mar 28, 2025",65.71,65.92,63.69,64.69,64.56,"1,939,500"
"Mar 27, 2025",66.41,67.35,65.86,66.59,66.46,"900,300"
"Mar 26, 2025",66.54,66.96,65.41,66.94,66.81,"903,500"
"Mar 25, 2025",68.90,69.04,66.21,66.78,66.65,"970,600"
"Mar 24, 2025",66.43,69.46,66.18,69.30,69.17,"1,564,200"
"Mar 21, 2025",63.54,65.96,63.12,65.15,65.02,"3,548,500"
"Mar 20, 2025",64.59,66.50,63.48,64.83,64.70,"1,058,900"
"Mar 19, 2025",65.01,66.67,63.82,65.28,65.15,"2,735,400"
"Mar 18, 2025",65.20,65.82,64.33,64.79,64.66,"1,129,700"
"Mar 17, 2025",64.28,65.66,63.75,65.37,65.24,"1,436,800"
"Mar 14, 2025",65.06,65.30,62.94,63.81,63.69,"1,822,200"
"Mar 13, 2025",66.66,67.32,63.79,63.98,63.86,"1,218,600"
"Mar 12, 2025",68.09,68.52,65.38,66.29,66.16,"922,000"
"Mar 11, 2025",69.87,70.45,66.78,67.42,67.29,"1,118,600"
"Mar 10, 2025",71.65,72.96,69.69,70.06,69.92,"887,200"
"Mar 07, 2025",72.02,72.90,69.75,72.64,72.50,"897,400"
"Mar 06, 2025",70.71,73.72,70.43,72.41,72.27,"1,090,700"
"Mar 05, 2025",71.05,72.13,69.45,71.26,71.12,"809,900"
"Mar 04, 2025",70.19,71.38,68.80,70.09,69.92,"920,400"
"Mar 03, 2025",76.01,76.72,70.92,71.25,71.07,"911,400"
"Feb 28, 2025",74.73,76.35,74.32,74.84,74.65,"1,116,200"
"Feb 27, 2025",77.78,78.14,74.66,74.88,74.69,"795,600"
"Feb 26, 2025",77.25,78.99,77.19,78.30,78.11,"854,100"
"Feb 25, 2025",78.25,78.87,76.42,76.82,76.63,"686,100"
"Feb 24, 2025",79.47,79.67,77.40,78.54,78.35,"695,600"
